eval_id,rater_id,rater_position,rating,response_length,query_complexity,domain,true_quality,difficulty
437,12,3,3,medium,moderate,opinion,2,2
438,15,1,4,medium,simple,creative,4,1
438,5,2,4,medium,simple,creative,4,1
438,3,3,4,medium,simple,creative,4,1
439,6,1,5,medium,moderate,opinion,5,2
439,5,2,4,medium,moderate,opinion,5,2
439,1,3,5,medium,moderate,opinion,5,2
440,8,1,2,medium,moderate,technical,2,1
440,11,2,2,medium,moderate,technical,2,1
440,15,3,2,medium,moderate,technical,2,1
441,10,1,1,short,complex,opinion,1,3
441,7,2,1,short,complex,opinion,1,3
441,5,3,1,short,complex,opinion,1,3
442,10,1,5,long,moderate,creative,5,1
442,14,2,5,long,moderate,creative,5,1
442,5,3,5,long,moderate,creative,5,1
443,1,1,1,medium,simple,opinion,1,2
443,15,2,1,medium,simple,opinion,1,2
443,10,3,2,medium,simple,opinion,1,2
444,10,1,1,long,complex,technical,3,2
444,2,2,2,long,complex,technical,3,2
444,8,3,2,long,complex,technical,3,2
445,13,1,2,medium,moderate,technical,2,1
445,15,2,2,medium,moderate,technical,2,1
445,14,3,2,medium,moderate,technical,2,1
446,3,1,1,medium,complex,technical,1,2
446,10,2,2,medium,complex,technical,1,2
446,1,3,1,medium,complex,technical,1,2
447,12,1,5,medium,complex,creative,5,2
447,1,2,4,medium,complex,creative,5,2
447,7,3,5,medium,complex,creative,5,2
448,11,1,3,long,simple,technical,3,1
448,1,2,4,long,simple,technical,3,1
448,10,3,3,long,simple,technical,3,1
449,9,1,5,short,complex,factual,5,2
449,13,2,5,short,complex,factual,5,2
449,8,3,5,short,complex,factual,5,2
450,15,1,3,medium,simple,factual,3,1
450,1,2,2,medium,simple,factual,3,1
450,3,3,3,medium,simple,factual,3,1
451,4,1,3,medium,simple,factual,3,1
451,1,2,3,medium,simple,factual,3,1
451,9,3,4,medium,simple,factual,3,1
452,1,1,5,medium,complex,opinion,5,3
452,2,2,5,medium,complex,opinion,5,3
452,7,3,5,medium,complex,opinion,5,3
453,8,1,1,short,complex,technical,2,2
453,4,2,2,short,complex,technical,2,2
453,6,3,2,short,complex,technical,2,2
454,10,1,2,short,moderate,technical,1,1
454,1,2,2,short,moderate,technical,1,1
454,2,3,1,short,moderate,technical,1,1
455,6,1,1,medium,moderate,technical,1,1
455,14,2,1,medium,moderate,technical,1,1
455,12,3,1,medium,moderate,technical,1,1
456,11,1,5,medium,simple,factual,5,1
456,2,2,5,medium,simple,factual,5,1
456,10,3,5,medium,simple,factual,5,1
457,11,1,3,medium,moderate,opinion,3,2
457,6,2,3,medium,moderate,opinion,3,2
457,1,3,2,medium,moderate,opinion,3,2
458,6,1,2,short,moderate,opinion,3,2
458,3,2,1,short,moderate,opinion,3,2
458,5,3,5,short,moderate,opinion,3,2
459,15,1,2,long,moderate,opinion,1,2
459,5,2,1,long,moderate,opinion,1,2
459,1,3,1,long,moderate,opinion,1,2
460,10,1,4,long,moderate,technical,3,1
460,14,2,4,long,moderate,technical,3,1
460,4,3,3,long,moderate,technical,3,1
461,15,1,3,medium,complex,factual,2,2
461,9,2,2,medium,complex,factual,2,2
461,6,3,1,medium,complex,factual,2,2
462,6,1,1,medium,complex,technical,2,2
462,13,2,3,medium,complex,technical,2,2
462,5,3,3,medium,complex,technical,2,2
463,11,1,1,long,moderate,technical,1,1
463,12,2,1,long,moderate,technical,1,1
463,2,3,1,long,moderate,technical,1,1
464,15,1,5,medium,moderate,technical,5,1
464,10,2,5,medium,moderate,technical,5,1
464,12,3,5,medium,moderate,technical,5,1
465,4,1,3,medium,complex,opinion,1,3
465,7,2,2,medium,complex,opinion,1,3
465,1,3,1,medium,complex,opinion,1,3
466,15,1,4,short,complex,technical,5,2
466,10,2,5,short,complex,technical,5,2
466,2,3,5,short,complex,technical,5,2
467,9,1,1,medium,moderate,creative,1,1
467,15,2,1,medium,moderate,creative,1,1
467,1,3,1,medium,moderate,creative,1,1
468,15,1,1,medium,moderate,factual,1,1
468,8,2,1,medium,moderate,factual,1,1
468,1,3,1,medium,moderate,factual,1,1
469,12,1,5,medium,moderate,technical,5,1
469,1,2,5,medium,moderate,technical,5,1
469,7,3,5,medium,moderate,technical,5,1
470,6,1,2,long,moderate,opinion,2,2
470,15,2,2,long,moderate,opinion,2,2
470,4,3,3,long,moderate,opinion,2,2
471,3,1,5,medium,simple,creative,5,1
471,1,2,5,medium,simple,creative,5,1
471,8,3,5,medium,simple,creative,5,1
472,5,1,1,medium,moderate,opinion,1,2
472,15,2,1,medium,moderate,opinion,1,2
472,13,3,4,medium,moderate,opinion,1,2
473,13,1,5,long,moderate,technical,4,1
473,14,2,4,long,moderate,technical,4,1
473,15,3,5,long,moderate,technical,4,1
474,15,1,2,long,simple,creative,2,1
474,9,2,1,long,simple,creative,2,1
474,11,3,3,long,simple,creative,2,1
475,9,1,1,medium,moderate,technical,1,1
475,15,2,1,medium,moderate,technical,1,1
475,10,3,2,medium,moderate,technical,1,1
476,10,1,2,medium,moderate,factual,2,1
476,13,2,3,medium,moderate,factual,2,1
476,8,3,3,medium,moderate,factual,2,1
477,8,1,5,short,simple,technical,5,1
477,14,2,5,short,simple,technical,5,1
477,7,3,4,short,simple,technical,5,1
478,9,1,4,long,moderate,factual,4,1
478,14,2,4,long,moderate,factual,4,1
478,2,3,4,long,moderate,factual,4,1
479,1,1,2,medium,complex,technical,3,2
479,5,2,4,medium,complex,technical,3,2
479,15,3,4,medium,complex,technical,3,2
480,6,1,3,short,simple,opinion,3,2
480,8,2,3,short,simple,opinion,3,2
480,2,3,3,short,simple,opinion,3,2
481,15,1,1,medium,moderate,opinion,1,2
481,7,2,1,medium,moderate,opinion,1,2
481,11,3,1,medium,moderate,opinion,1,2
482,10,1,3,short,simple,creative,2,1
482,5,2,2,short,simple,creative,2,1
482,8,3,2,short,simple,creative,2,1
483,15,1,4,long,simple,factual,3,1
483,10,2,4,long,simple,factual,3,1
483,8,3,1,long,simple,factual,3,1
484,5,1,4,medium,complex,technical,3,2
484,9,2,5,medium,complex,technical,3,2
484,8,3,3,medium,complex,technical,3,2
485,8,1,5,long,moderate,technical,5,1
485,2,2,5,long,moderate,technical,5,1
485,5,3,5,long,moderate,technical,5,1
486,6,1,3,medium,complex,factual,5,2
486,3,2,2,medium,complex,factual,5,2
486,8,3,5,medium,complex,factual,5,2
487,12,1,2,long,moderate,factual,1,1
487,1,2,1,long,moderate,factual,1,1
487,4,3,1,long,moderate,factual,1,1
488,7,1,1,medium,simple,opinion,2,2
488,6,2,1,medium,simple,opinion,2,2
488,8,3,4,medium,simple,opinion,2,2
489,1,1,4,medium,moderate,factual,5,1
489,15,2,5,medium,moderate,factual,5,1
489,6,3,5,medium,moderate,factual,5,1
490,3,1,5,medium,complex,factual,4,2
490,5,2,4,medium,complex,factual,4,2
490,14,3,4,medium,complex,factual,4,2
491,2,1,3,long,complex,creative,2,2
491,11,2,1,long,complex,creative,2,2
491,4,3,3,long,complex,creative,2,2
492,10,1,2,medium,moderate,opinion,1,2
492,11,2,3,medium,moderate,opinion,1,2
492,13,3,4,medium,moderate,opinion,1,2
493,5,1,4,long,moderate,creative,4,1
493,11,2,4,long,moderate,creative,4,1
493,7,3,3,long,moderate,creative,4,1
494,4,1,4,medium,moderate,creative,4,1
494,11,2,4,medium,moderate,creative,4,1
494,10,3,4,medium,moderate,creative,4,1
495,5,1,1,medium,moderate,creative,1,1
495,3,2,1,medium,moderate,creative,1,1
495,13,3,2,medium,moderate,creative,1,1
496,13,1,5,medium,complex,factual,5,2
496,5,2,5,medium,complex,factual,5,2
496,8,3,5,medium,complex,factual,5,2
497,15,1,4,short,complex,technical,3,2
497,3,2,5,short,complex,technical,3,2
497,14,3,4,short,complex,technical,3,2
498,5,1,5,medium,complex,factual,4,2
498,15,2,4,medium,complex,factual,4,2
498,10,3,3,medium,complex,factual,4,2
499,5,1,2,medium,moderate,technical,2,1
499,15,2,2,medium,moderate,technical,2,1
499,4,3,1,medium,moderate,technical,2,1
500,11,1,2,medium,moderate,opinion,1,2
500,3,2,2,medium,moderate,opinion,1,2
500,2,3,2,medium,moderate,opinion,1,2
501,14,1,1,medium,moderate,factual,1,1
501,4,2,1,medium,moderate,factual,1,1
501,9,3,2,medium,moderate,factual,1,1
502,9,1,4,medium,simple,creative,3,1
502,12,2,2,medium,simple,creative,3,1
502,7,3,4,medium,simple,creative,3,1
503,14,1,4,short,moderate,technical,4,1
503,10,2,4,short,moderate,technical,4,1
503,12,3,4,short,moderate,technical,4,1
504,9,1,4,long,simple,technical,4,1
504,15,2,5,long,simple,technical,4,1
504,11,3,4,long,simple,technical,4,1
505,13,1,2,medium,moderate,creative,2,1
505,6,2,1,medium,moderate,creative,2,1
505,14,3,2,medium,moderate,creative,2,1
506,11,1,4,long,complex,technical,3,2
506,10,2,2,long,complex,technical,3,2
506,9,3,4,long,complex,technical,3,2
507,14,1,5,short,complex,technical,5,2
507,4,2,5,short,complex,technical,5,2
507,3,3,5,short,complex,technical,5,2
508,3,1,1,medium,moderate,opinion,1,2
508,2,2,1,medium,moderate,opinion,1,2
508,12,3,1,medium,moderate,opinion,1,2
509,11,1,5,long,moderate,factual,4,1
509,10,2,4,long,moderate,factual,4,1
509,6,3,4,long,moderate,factual,4,1
510,6,1,1,medium,moderate,creative,2,1
510,4,2,1,medium,moderate,creative,2,1
510,15,3,3,medium,moderate,creative,2,1
511,15,1,2,medium,complex,technical,4,2
511,4,2,4,medium,complex,technical,4,2
511,10,3,4,medium,complex,technical,4,2
512,3,1,5,short,moderate,creative,5,1
512,8,2,5,short,moderate,creative,5,1
512,15,3,5,short,moderate,creative,5,1
513,1,1,5,medium,complex,creative,4,2
513,3,2,4,medium,complex,creative,4,2
513,15,3,4,medium,complex,creative,4,2
514,4,1,2,medium,moderate,technical,2,1
514,15,2,2,medium,moderate,technical,2,1
514,11,3,2,medium,moderate,technical,2,1
515,2,1,4,short,simple,factual,4,1
515,6,2,3,short,simple,factual,4,1
515,11,3,5,short,simple,factual,4,1
516,10,1,3,medium,moderate,technical,3,1
516,1,2,3,medium,moderate,technical,3,1
516,4,3,2,medium,moderate,technical,3,1
517,4,1,3,medium,complex,technical,3,2
517,8,2,3,medium,complex,technical,3,2
517,12,3,4,medium,complex,technical,3,2
518,6,1,1,medium,moderate,opinion,2,2
518,5,2,1,medium,moderate,opinion,2,2
518,11,3,3,medium,moderate,opinion,2,2
519,11,1,3,medium,complex,opinion,5,3
519,14,2,5,medium,complex,opinion,5,3
519,6,3,3,medium,complex,opinion,5,3
520,2,1,1,short,simple,factual,1,1
520,10,2,2,short,simple,factual,1,1
520,15,3,1,short,simple,factual,1,1
521,6,1,1,long,complex,creative,1,2
521,13,2,3,long,complex,creative,1,2
521,8,3,1,long,complex,creative,1,2
522,15,1,5,long,moderate,factual,5,1
522,8,2,5,long,moderate,factual,5,1
522,9,3,4,long,moderate,factual,5,1
523,5,1,5,long,moderate,factual,5,1
523,1,2,4,long,moderate,factual,5,1
523,15,3,5,long,moderate,factual,5,1
524,12,1,1,medium,complex,technical,3,2
524,11,2,4,medium,complex,technical,3,2
524,4,3,1,medium,complex,technical,3,2
525,2,1,2,short,moderate,creative,3,1
525,5,2,3,short,moderate,creative,3,1
525,11,3,4,short,moderate,creative,3,1
526,6,1,4,short,moderate,opinion,3,2
526,11,2,4,short,moderate,opinion,3,2
526,13,3,3,short,moderate,opinion,3,2
527,15,1,5,medium,complex,technical,5,2
527,11,2,5,medium,complex,technical,5,2
527,4,3,3,medium,complex,technical,5,2
528,10,1,3,long,complex,technical,3,2
528,11,2,4,long,complex,technical,3,2
528,8,3,3,long,complex,technical,3,2
529,13,1,3,medium,simple,factual,2,1
529,9,2,2,medium,simple,factual,2,1
529,3,3,2,medium,simple,factual,2,1
530,11,1,2,medium,simple,technical,2,1
530,4,2,2,medium,simple,technical,2,1
530,13,3,2,medium,simple,technical,2,1
531,4,1,2,long,moderate,factual,2,1
531,9,2,3,long,moderate,factual,2,1
531,2,3,3,long,moderate,factual,2,1
532,12,1,4,medium,simple,factual,4,1
532,1,2,4,medium,simple,factual,4,1
532,4,3,3,medium,simple,factual,4,1
533,5,1,2,short,moderate,technical,2,1
533,10,2,3,short,moderate,technical,2,1
533,9,3,2,short,moderate,technical,2,1
534,2,1,3,short,complex,technical,2,2
534,13,2,3,short,complex,technical,2,2
534,9,3,2,short,complex,technical,2,2
535,10,1,5,medium,moderate,technical,4,1
535,4,2,3,medium,moderate,technical,4,1
535,13,3,4,medium,moderate,technical,4,1
536,5,1,4,medium,simple,opinion,3,2
536,10,2,3,medium,simple,opinion,3,2
536,13,3,4,medium,simple,opinion,3,2
537,2,1,5,medium,moderate,technical,5,1
537,4,2,4,medium,moderate,technical,5,1
537,15,3,5,medium,moderate,technical,5,1
538,11,1,2,short,moderate,creative,2,1
538,14,2,3,short,moderate,creative,2,1
538,3,3,2,short,moderate,creative,2,1
539,2,1,4,short,complex,creative,3,2
539,4,2,5,short,complex,creative,3,2
539,14,3,2,short,complex,creative,3,2
540,7,1,1,medium,complex,factual,2,2
540,14,2,1,medium,complex,factual,2,2
540,5,3,3,medium,complex,factual,2,2
541,13,1,3,short,simple,technical,2,1
541,5,2,2,short,simple,technical,2,1
541,15,3,1,short,simple,technical,2,1
542,5,1,1,long,simple,factual,1,1
542,10,2,2,long,simple,factual,1,1
542,11,3,2,long,simple,factual,1,1
543,4,1,3,short,moderate,technical,3,1
543,12,2,2,short,moderate,technical,3,1
543,6,3,1,short,moderate,technical,3,1
544,14,1,4,medium,moderate,opinion,4,2
544,3,2,5,medium,moderate,opinion,4,2
544,15,3,4,medium,moderate,opinion,4,2
545,14,1,5,short,moderate,factual,4,1
545,11,2,4,short,moderate,factual,4,1
545,9,3,4,short,moderate,factual,4,1
546,6,1,5,short,simple,factual,5,1
546,10,2,5,short,simple,factual,5,1
546,5,3,5,short,simple,factual,5,1
547,4,1,1,short,moderate,factual,2,1
547,6,2,1,short,moderate,factual,2,1
547,10,3,4,short,moderate,factual,2,1
548,15,1,1,medium,complex,creative,2,2
548,7,2,1,medium,complex,creative,2,2
548,5,3,2,medium,complex,creative,2,2
549,15,1,5,medium,simple,factual,5,1
549,5,2,5,medium,simple,factual,5,1
549,8,3,5,medium,simple,factual,5,1
550,6,1,5,medium,complex,creative,5,2
550,10,2,4,medium,complex,creative,5,2
550,1,3,5,medium,complex,creative,5,2
551,14,1,4,long,moderate,technical,4,1
551,9,2,4,long,moderate,technical,4,1
551,1,3,4,long,moderate,technical,4,1
552,7,1,1,medium,simple,opinion,1,2
552,5,2,2,medium,simple,opinion,1,2
552,14,3,2,medium,simple,opinion,1,2
553,15,1,1,short,complex,technical,1,2
553,11,2,2,short,complex,technical,1,2
553,12,3,3,short,complex,technical,1,2
554,10,1,2,medium,moderate,factual,1,1
554,2,2,1,medium,moderate,factual,1,1
554,12,3,1,medium,moderate,factual,1,1
555,8,1,4,medium,complex,creative,3,2
555,11,2,3,medium,complex,creative,3,2
555,2,3,3,medium,complex,creative,3,2
556,4,1,1,medium,complex,technical,1,2
556,11,2,1,medium,complex,technical,1,2
556,5,3,2,medium,complex,technical,1,2
557,3,1,1,long,moderate,opinion,2,2
557,10,2,2,long,moderate,opinion,2,2
557,14,3,1,long,moderate,opinion,2,2
558,7,1,2,medium,moderate,technical,3,1
558,10,2,4,medium,moderate,technical,3,1
558,8,3,1,medium,moderate,technical,3,1
559,8,1,3,long,moderate,opinion,2,2
559,10,2,2,long,moderate,opinion,2,2
559,1,3,1,long,moderate,opinion,2,2
560,13,1,1,short,complex,opinion,3,3
560,11,2,3,short,complex,opinion,3,3
560,14,3,4,short,complex,opinion,3,3
561,9,1,4,short,moderate,technical,5,1
561,12,2,5,short,moderate,technical,5,1
561,1,3,3,short,moderate,technical,5,1
562,4,1,2,medium,simple,technical,3,1
562,6,2,2,medium,simple,technical,3,1
562,2,3,4,medium,simple,technical,3,1
563,6,1,2,medium,simple,factual,4,1
563,7,2,3,medium,simple,factual,4,1
563,10,3,5,medium,simple,factual,4,1
564,2,1,4,medium,moderate,technical,5,1
564,5,2,5,medium,moderate,technical,5,1
564,11,3,5,medium,moderate,technical,5,1
565,1,1,5,medium,moderate,opinion,4,2
565,8,2,4,medium,moderate,opinion,4,2
565,14,3,4,medium,moderate,opinion,4,2
566,9,1,2,medium,complex,opinion,1,3
566,11,2,2,medium,complex,opinion,1,3
566,6,3,1,medium,complex,opinion,1,3
567,6,1,2,short,moderate,opinion,2,2
567,7,2,1,short,moderate,opinion,2,2
567,3,3,2,short,moderate,opinion,2,2
568,15,1,5,medium,simple,opinion,3,2
568,9,2,3,medium,simple,opinion,3,2
568,2,3,3,medium,simple,opinion,3,2
569,8,1,3,short,simple,factual,4,1
569,5,2,4,short,simple,factual,4,1
569,11,3,4,short,simple,factual,4,1
570,2,1,1,short,moderate,technical,2,1
570,4,2,2,short,moderate,technical,2,1
570,7,3,1,short,moderate,technical,2,1
571,15,1,5,short,moderate,technical,4,1
571,14,2,4,short,moderate,technical,4,1
571,7,3,3,short,moderate,technical,4,1
572,5,1,4,medium,simple,technical,3,1
572,15,2,4,medium,simple,technical,3,1
572,13,3,3,medium,simple,technical,3,1
573,1,1,1,long,moderate,creative,1,1
573,11,2,2,long,moderate,creative,1,1
573,14,3,1,long,moderate,creative,1,1
574,7,1,1,medium,moderate,creative,1,1
574,6,2,2,medium,moderate,creative,1,1
574,8,3,1,medium,moderate,creative,1,1
575,11,1,2,medium,complex,factual,1,2
575,13,2,2,medium,complex,factual,1,2
575,8,3,1,medium,complex,factual,1,2
576,8,1,4,short,complex,technical,4,2
576,6,2,4,short,complex,technical,4,2
576,5,3,5,short,complex,technical,4,2
577,10,1,4,medium,moderate,creative,4,1
577,11,2,3,medium,moderate,creative,4,1
577,8,3,5,medium,moderate,creative,4,1
578,12,1,3,medium,moderate,factual,2,1
578,5,2,3,medium,moderate,factual,2,1
578,3,3,3,medium,moderate,factual,2,1
579,4,1,1,short,simple,technical,2,1
579,5,2,3,short,simple,technical,2,1
579,9,3,1,short,simple,technical,2,1
580,12,1,1,short,moderate,factual,1,1
580,1,2,1,short,moderate,factual,1,1
580,7,3,1,short,moderate,factual,1,1
581,4,1,2,medium,complex,creative,2,2
581,14,2,1,medium,complex,creative,2,2
581,15,3,2,medium,complex,creative,2,2
582,8,1,3,long,moderate,creative,3,1
582,14,2,3,long,moderate,creative,3,1
582,10,3,4,long,moderate,creative,3,1
583,9,1,5,short,complex,factual,5,2
583,13,2,5,short,complex,factual,5,2
583,5,3,5,short,complex,factual,5,2
584,7,1,5,short,moderate,opinion,5,2
584,9,2,4,short,moderate,opinion,5,2
584,5,3,5,short,moderate,opinion,5,2
585,13,1,1,medium,simple,technical,1,1
585,6,2,1,medium,simple,technical,1,1
585,4,3,1,medium,simple,technical,1,1
586,3,1,4,medium,moderate,opinion,1,2
586,8,2,1,medium,moderate,opinion,1,2
586,15,3,1,medium,moderate,opinion,1,2
587,4,1,3,long,moderate,opinion,4,2
587,7,2,4,long,moderate,opinion,4,2
587,11,3,3,long,moderate,opinion,4,2
588,11,1,4,long,moderate,creative,5,1
588,9,2,4,long,moderate,creative,5,1
588,2,3,5,long,moderate,creative,5,1
589,8,1,5,medium,complex,technical,5,2
589,1,2,2,medium,complex,technical,5,2
589,10,3,5,medium,complex,technical,5,2
590,10,1,4,short,moderate,creative,3,1
590,9,2,2,short,moderate,creative,3,1
590,8,3,2,short,moderate,creative,3,1
591,10,1,5,medium,moderate,opinion,5,2
591,6,2,4,medium,moderate,opinion,5,2
591,3,3,5,medium,moderate,opinion,5,2
592,3,1,3,long,simple,opinion,2,2
592,9,2,3,long,simple,opinion,2,2
592,11,3,2,long,simple,opinion,2,2
593,10,1,2,medium,moderate,technical,2,1
593,5,2,1,medium,moderate,technical,2,1
593,15,3,2,medium,moderate,technical,2,1
594,11,1,3,long,moderate,factual,3,1
594,4,2,3,long,moderate,factual,3,1
594,12,3,3,long,moderate,factual,3,1
595,5,1,4,long,moderate,creative,4,1
595,15,2,5,long,moderate,creative,4,1
595,6,3,3,long,moderate,creative,4,1
596,4,1,3,medium,complex,technical,4,2
596,7,2,5,medium,complex,technical,4,2
596,15,3,4,medium,complex,technical,4,2
597,7,1,5,short,complex,technical,5,2
597,14,2,5,short,complex,technical,5,2
597,4,3,5,short,complex,technical,5,2
598,2,1,4,medium,moderate,factual,2,1
598,9,2,2,medium,moderate,factual,2,1
598,5,3,2,medium,moderate,factual,2,1
599,10,1,5,medium,moderate,opinion,5,2
599,13,2,5,medium,moderate,opinion,5,2
599,2,3,2,medium,moderate,opinion,5,2
600,3,1,2,medium,complex,creative,2,2
600,14,2,3,medium,complex,creative,2,2
600,9,3,1,medium,complex,creative,2,2
601,11,1,5,medium,simple,factual,4,1
601,14,2,4,medium,simple,factual,4,1
601,5,3,4,medium,simple,factual,4,1
602,6,1,1,medium,complex,factual,1,2
602,1,2,1,medium,complex,factual,1,2
602,7,3,1,medium,complex,factual,1,2
603,7,1,3,short,simple,factual,3,1
603,8,2,2,short,simple,factual,3,1
603,11,3,3,short,simple,factual,3,1
604,10,1,4,medium,moderate,factual,3,1
604,13,2,4,medium,moderate,factual,3,1
604,2,3,3,medium,moderate,factual,3,1
605,2,1,4,short,complex,creative,4,2
605,3,2,3,short,complex,creative,4,2
605,7,3,5,short,complex,creative,4,2
606,14,1,1,medium,complex,technical,1,2
606,1,2,3,medium,complex,technical,1,2
606,10,3,1,medium,complex,technical,1,2
607,7,1,1,short,moderate,opinion,3,2
607,15,2,3,short,moderate,opinion,3,2
607,12,3,1,short,moderate,opinion,3,2
608,14,1,3,medium,simple,technical,2,1
608,13,2,3,medium,simple,technical,2,1
608,7,3,2,medium,simple,technical,2,1
609,14,1,4,medium,moderate,technical,4,1
609,7,2,3,medium,moderate,technical,4,1
609,2,3,5,medium,moderate,technical,4,1
610,12,1,5,short,complex,creative,5,2
610,11,2,5,short,complex,creative,5,2
610,6,3,4,short,complex,creative,5,2
611,10,1,2,medium,moderate,technical,3,1
611,13,2,3,medium,moderate,technical,3,1
611,9,3,3,medium,moderate,technical,3,1
612,15,1,5,short,moderate,technical,5,1
612,7,2,4,short,moderate,technical,5,1
612,9,3,5,short,moderate,technical,5,1
613,5,1,1,short,moderate,opinion,1,2
613,13,2,1,short,moderate,opinion,1,2
613,1,3,1,short,moderate,opinion,1,2
614,1,1,3,medium,simple,creative,1,1
614,10,2,1,medium,simple,creative,1,1
614,11,3,2,medium,simple,creative,1,1
615,1,1,3,long,complex,technical,1,2
615,15,2,3,long,complex,technical,1,2
615,3,3,1,long,complex,technical,1,2
616,11,1,2,long,simple,opinion,1,2
616,6,2,1,long,simple,opinion,1,2
616,13,3,1,long,simple,opinion,1,2
617,5,1,3,medium,simple,technical,3,1
617,13,2,4,medium,simple,technical,3,1
617,9,3,2,medium,simple,technical,3,1
618,10,1,5,medium,complex,factual,5,2
618,2,2,5,medium,complex,factual,5,2
618,6,3,4,medium,complex,factual,5,2
619,11,1,2,medium,complex,factual,4,2
619,14,2,4,medium,complex,factual,4,2
619,12,3,2,medium,complex,factual,4,2
620,12,1,1,medium,simple,factual,1,1
620,3,2,2,medium,simple,factual,1,1
620,2,3,1,medium,simple,factual,1,1
621,5,1,5,medium,moderate,creative,5,1
621,10,2,5,medium,moderate,creative,5,1
621,15,3,4,medium,moderate,creative,5,1
622,13,1,2,short,simple,technical,1,1
622,1,2,1,short,simple,technical,1,1
622,10,3,2,short,simple,technical,1,1
623,13,1,3,medium,simple,opinion,1,2
623,15,2,1,medium,simple,opinion,1,2
623,5,3,1,medium,simple,opinion,1,2
624,2,1,5,short,moderate,factual,5,1
624,6,2,5,short,moderate,factual,5,1
624,4,3,5,short,moderate,factual,5,1
625,4,1,2,medium,simple,opinion,3,2
625,3,2,3,medium,simple,opinion,3,2
625,7,3,2,medium,simple,opinion,3,2
626,8,1,3,short,simple,technical,3,1
626,7,2,2,short,simple,technical,3,1
626,3,3,3,short,simple,technical,3,1
627,2,1,1,medium,complex,factual,2,2
627,1,2,1,medium,complex,factual,2,2
627,10,3,3,medium,complex,factual,2,2
628,12,1,1,medium,moderate,opinion,1,2
628,11,2,1,medium,moderate,opinion,1,2
628,8,3,1,medium,moderate,opinion,1,2
629,6,1,4,short,moderate,technical,5,1
629,4,2,5,short,moderate,technical,5,1
629,13,3,5,short,moderate,technical,5,1
630,2,1,4,medium,moderate,factual,5,1
630,4,2,5,medium,moderate,factual,5,1
630,1,3,4,medium,moderate,factual,5,1
631,15,1,3,medium,moderate,technical,2,1
631,8,2,1,medium,moderate,technical,2,1
631,7,3,2,medium,moderate,technical,2,1
632,9,1,4,medium,moderate,factual,5,1
632,1,2,5,medium,moderate,factual,5,1
632,10,3,5,medium,moderate,factual,5,1
633,8,1,5,medium,moderate,factual,5,1
633,10,2,5,medium,moderate,factual,5,1
633,4,3,4,medium,moderate,factual,5,1
634,2,1,2,medium,moderate,creative,3,1
634,14,2,3,medium,moderate,creative,3,1
634,3,3,4,medium,moderate,creative,3,1
635,1,1,5,short,simple,opinion,5,2
635,14,2,5,short,simple,opinion,5,2
635,12,3,5,short,simple,opinion,5,2
636,6,1,3,short,simple,creative,4,1
636,1,2,3,short,simple,creative,4,1
636,9,3,4,short,simple,creative,4,1
637,14,1,1,medium,moderate,creative,1,1
637,6,2,1,medium,moderate,creative,1,1
637,5,3,1,medium,moderate,creative,1,1
638,14,1,2,short,moderate,creative,2,1
638,12,2,1,short,moderate,creative,2,1
638,11,3,1,short,moderate,creative,2,1
639,11,1,5,long,simple,factual,5,1
639,1,2,4,long,simple,factual,5,1
639,8,3,5,long,simple,factual,5,1
640,14,1,4,short,simple,opinion,4,2
640,3,2,3,short,simple,opinion,4,2
640,9,3,3,short,simple,opinion,4,2
641,2,1,5,medium,moderate,technical,5,1
641,1,2,5,medium,moderate,technical,5,1
641,12,3,4,medium,moderate,technical,5,1
642,6,1,4,medium,complex,technical,3,2
642,1,2,3,medium,complex,technical,3,2
642,7,3,5,medium,complex,technical,3,2
643,12,1,2,short,moderate,creative,3,1
643,6,2,3,short,moderate,creative,3,1
643,3,3,3,short,moderate,creative,3,1
644,6,1,3,long,moderate,technical,4,1
644,8,2,4,long,moderate,technical,4,1
644,3,3,4,long,moderate,technical,4,1
645,10,1,4,short,moderate,factual,3,1
645,2,2,4,short,moderate,factual,3,1
645,3,3,3,short,moderate,factual,3,1
646,15,1,5,short,moderate,factual,4,1
646,3,2,3,short,moderate,factual,4,1
646,13,3,5,short,moderate,factual,4,1
647,4,1,5,medium,moderate,opinion,5,2
647,9,2,5,medium,moderate,opinion,5,2
647,8,3,5,medium,moderate,opinion,5,2
648,6,1,4,medium,simple,creative,4,1
648,5,2,4,medium,simple,creative,4,1
648,10,3,5,medium,simple,creative,4,1
649,14,1,4,long,moderate,technical,4,1
649,5,2,5,long,moderate,technical,4,1
649,9,3,3,long,moderate,technical,4,1
650,14,1,3,long,moderate,factual,3,1
650,2,2,2,long,moderate,factual,3,1
650,10,3,2,long,moderate,factual,3,1
651,10,1,5,medium,simple,technical,4,1
651,15,2,5,medium,simple,technical,4,1
651,4,3,3,medium,simple,technical,4,1
652,12,1,5,long,moderate,factual,5,1
652,4,2,5,long,moderate,factual,5,1
652,13,3,5,long,moderate,factual,5,1
653,2,1,2,long,moderate,factual,1,1
653,11,2,1,long,moderate,factual,1,1
653,9,3,2,long,moderate,factual,1,1
654,3,1,5,short,simple,creative,5,1
654,13,2,5,short,simple,creative,5,1
654,4,3,5,short,simple,creative,5,1
655,9,1,5,short,moderate,creative,5,1
655,10,2,5,short,moderate,creative,5,1
655,12,3,5,short,moderate,creative,5,1
656,12,1,2,medium,complex,creative,2,2
656,9,2,3,medium,complex,creative,2,2
